b1_mass,b2_mass,b1_x,b1_y,b2_x,b2_y,b1_vx_in,b1_vy_in,b2_vx_in,b2_vy_in,b1_vx_out,b1_vy_out,b2_vx_out,b2_vy_out
6406.475874490255,7129.039797622165,727.6513152223431,703.2395304285452,807.2135236275853,750.9960851251047,8.699960620632766,15.900280995312656,-5.202874956006092,-1.685824167340641,-5.876561706961121,7.15084455084247,7.896243757968026,6.176813030389702
1039.45023694875,418.90993160261775,461.1904995461651,769.2612050544544,477.5965092126967,744.4591231546283,11.416671481176293,-15.949677827529015,-6.663707861240966,-3.998972113313197,5.714422605768183,-7.3291999358465905,7.48540510442228,-25.389149598102062
3860.356064507378,463.440472106533,34.3388485963646,765.9799672345791,58.11597609083812,725.206600758338,-4.965711926836291,-0.4174298783744454,-6.122268289626906,10.507409209563804,-5.795030940719867,1.004698513150111,0.7857746573015776,-1.338604013614411
4271.637240868193,6328.006943265721,91.11013393546861,766.4626299276157,171.9407925628043,754.2051850332277,3.3794540322021334,3.259027516727484,-7.2146181053736855,-0.42673049480026237,-5.708786992371742,4.637200297172413,-1.0797214210598396,-1.357047769430379
361.3812470284616,755.3195949793133,81.70631698866963,776.0698331295561,83.41411716105917,749.8945589668367,-10.67214467634981,-19.889340610648418,-3.3690004562885054,5.736860843081565,-12.600322986658696,9.663646163164618,-2.446467151308193,-8.40271038574203
7648.997273198192,5718.858400154042,449.13644963956926,750.1203133153957,541.0508277282016,754.2916979442863,2.736390105464976,-0.42502007579233136,-4.813097520721565,-1.2769917550639116,-2.279879774827829,-0.6526753296073848,1.896184638625547,-0.9725018912103702
4655.731886588409,702.1667910611465,247.30641254821637,279.9963334452601,291.6022031793218,250.08972541701388,14.708866521728599,11.507743949349546,12.881656399305715,12.351950764466633,14.291676872142572,11.789412413685506,15.647841270277722,10.48434200320136
6643.617984660455,7122.545877531873,498.8148377370226,656.5838503158793,505.66836979361256,749.9336685208399,-6.789911937877912,10.770773743276807,4.124131652996454,1.3255674526081465,-7.325479831392968,3.475970847013812,4.623687366717782,8.129859702805609
1231.6910319803703,2030.1586606143715,779.5904965165914,650.7553037335456,821.5803040194426,633.9676402427367,7.805687270855101,16.845154252775234,-7.9083096775176855,5.825129754950744,-2.8890113071926766,21.120930007444006,-1.4198688556912993,3.231029720330354
1199.4309229198095,1537.228709146061,916.5205452139398,493.01244522118634,879.6189167099582,473.6780232217927,-6.755916113069168,22.28236329213839,12.934889558672104,19.092760331744735,7.152446449137119,29.569579656295584,2.0828152739305548,13.406870784422392
3244.149699635497,3815.6545865457338,104.61247027823559,769.8002115474297,167.91855865306508,747.905580781374,2.0111795434216004,0.7899568674422248,-10.014725505376033,-15.878738969286834,-2.5800384846951623,2.3778455851416567,-6.111175472468055,-17.228795319969944
3298.0415211726354,7847.159265738303,888.5125474008007,642.0160224140307,841.1149499778538,709.3936769595556,-2.9920860845600874,-7.810374591126154,9.486772486500612,-23.348647927153234,9.228384678341907,-25.18228165424378,4.350694751937769,-16.047499975911332
2363.890331590848,1688.3041024960808,871.1775209621617,772.4875652450387,918.044369052275,753.3785886956496,-2.1681257269429595,-0.7575845709179335,-4.648579792772642,16.707526340547346,-8.090472261392454,1.6571282944864807,3.6436334953534057,13.32654989936099
5235.650766805806,4809.92960110363,667.4044969644094,687.737203921528,648.8834066981793,765.5145245206443,10.978511276686774,29.026403595179335,1.3112570764422244,1.70985020434758,15.705704806461155,9.17506431577904,-3.8343347474638563,23.318207984982607
4620.418465294624,4572.313700675021,881.6356667561912,312.8174159954246,849.2510103714596,382.1244793132689,1.5708582891551472,1.6598482139765882,-8.591518527234081,-7.179685682728072,2.9287459147830432,-1.2461947753286968,-9.963692325877853,-4.243068563315673
4407.700440786933,409.36849926885833,518.2776465094414,746.3913441048873,493.4869669392802,788.5089767200485,-1.6110483572306067,12.855561804236165,4.551468205258287,-0.7279564098876574,-0.5374915134147893,11.031663729503691,-7.007596505749325,18.910086972314343
440.8311738933026,6606.738602846359,863.558418611713,781.2258638192923,839.0826904646652,728.9697628304268,-3.8102741081839246,0.9495872825914997,3.033928473439481,28.451331685041353,12.796238010850864,36.40477656854439,1.9258676477011167,26.08560274477389
7136.456390472079,2431.117988572129,740.9107675188613,708.495920601875,709.0906603432879,776.9403116262864,-1.930087201507855,13.944107971708377,0.11858664371186833,-0.34483661294709456,0.5056275687319156,8.70493598406026,-7.031363428293503,15.034557800564485
4591.073131180053,497.9343502115056,957.5322040870518,593.9781063996462,926.4305096394961,634.1666114254914,-1.8725187249078248,13.181573066487726,-5.41837290180927,-7.1731551894900285,-0.613834550574752,11.555146077069729,-17.02374033823441,7.822888461186583
3395.170573074669,2412.898040969737,837.3491833716647,710.3238983423116,843.6442370566065,770.5839378327746,10.586331595368662,17.082360060167414,4.386259495079959,0.6943651200516398,9.294617925966014,4.717300026641141,6.203820023842134,18.093147516699382
1844.3527062273822,1738.0181281451214,542.4162621775628,774.5487684616108,494.6667964420993,774.8556485791978,-2.1579051681607826,0.1936289622471139,3.297418431362502,0.4934955050733084,2.4030072285720667,0.16431652259873095,-1.5425374848383124,0.5246013241186595
1630.8929008778073,5315.348657586149,602.7481446641297,777.3605618478889,663.2975344075704,756.8858597162794,3.930014343969983,-0.4225731634255423,-3.1622106488896766,0.12881911039433325,-3.7849911576127155,2.18624651680496,-0.7950380486865409,-0.6716374109452135
1489.843330149117,1524.088148239437,887.1687421112948,690.3334189506878,908.9661134052656,728.327379627148,9.452266290611565,24.874253760800354,-0.32112577784649865,-3.9329659688776455,-3.466797533796589,2.355648361028422,12.307658910755013,18.079667682177732
4244.2824226652665,2546.573265476726,82.759402286579,761.9781912136071,147.98050173092875,761.1053265975808,2.203936395387419,0.5825917050783848,-7.558051779173002,-2.873302993832815,-3.4794514053548196,0.6586534113772293,1.91424704328589,-3.0000723145739876
4724.350640590007,4880.267962590852,343.9489525243125,617.1416333592458,382.51490667676387,685.1618834776439,6.241197871458509,8.89677923837173,-7.234001520283174,5.365407783111433,1.5985217187698915,0.7083135290505282,-2.7396519837134186,13.292264159814078
2282.500038935585,5729.165647846717,418.90541801286616,516.8234021505829,355.4432726226174,488.1025781507808,-13.563482095539568,9.810378695113005,4.5588621990839115,13.492407820574394,6.369664071522868,18.83144754341729,-3.382504781556407,9.898413290981065
4889.438019937807,1866.9595055795683,427.2652045823322,732.3560424315227,377.4473755240815,772.2589866170315,-2.996223920560123,-2.92154305455288,6.457221258400765,-5.0273408232678145,-0.12879889297875202,-5.218285064284446,-1.052366875287893,0.9876678958869052
3484.865906792353,866.1216705760316,80.69359450792763,766.2557350662552,89.31086154777984,717.0955466068599,-1.052687553781709,-1.0161980976843437,-2.397282350531817,21.011854222905175,-2.36028710251611,6.443457028229685,2.8638827281470047,-9.002286639587645
715.2242355674424,1319.2194667433112,711.7794545252636,757.503440941914,686.1630047801978,732.8099761437705,-1.1202592766927626,-16.205571472633252,2.194390714710463,20.112928971505287,23.218904878721172,7.256629545433697,-11.001260589905712,7.392729481649109
701.7384076595008,3451.6073663750467,513.7341721644134,735.3676079366056,478.0977355279815,767.6612321090535,-5.297445738862125,1.8853710254117382,4.838084804505473,1.0673657761195114,3.06714057104203,-5.694590164475997,3.137499872677859,2.6084303674548
4012.2117109353803,765.5828153459952,492.71484020724387,747.7702881847807,533.5710754706196,778.8723853518355,-0.9218004331638348,9.416987085256007,-5.010118886228423,-0.4968306473503855,-3.004630059542333,7.831418346373327,5.905425782916542,7.812704696338168
4738.449055923717,573.3944973990576,859.5204655052153,736.0323868267526,846.2070879607929,786.6577507169753,5.003418076814559,2.55582376417755,-2.803197938151644,0.14972377618356292,5.018425266712401,2.4987575203177257,-2.92721518129935,0.6213109479636677
6909.80928820151,6804.1905129453135,777.3918853899781,752.2463441855981,683.9583950127369,753.0568038533588,-2.5650975673975163,-0.12206399059701445,2.9569528787932233,-0.4157186289330728,1.6285280099413715,-0.15844028755863154,-1.3017687002697356,-0.37877767700976234
2488.089723085514,5562.158288935153,345.6200681856348,772.0154498517282,407.1098878808221,738.1072615496522,1.7978316782860517,0.1752492195175533,-4.08556490936936,2.906107067378271,-4.262135457296223,3.516981359184219,-1.3747930886046595,1.411268380289959
5246.014647955836,5331.9643158489,428.8757795798536,756.5414053835276,346.814629231252,756.625146679784,-4.503826175676765,0.2516302420890232,-1.750134410838151,10.137749262041911,-2.0771675448891895,0.24915389928306775,-4.13767603126126,10.140185686943479
984.7797845625181,5403.919489921553,293.1872414530195,777.4271626849145,235.39589319267182,764.6855684936625,-9.025419971092262,0.9203472153933099,2.1952865690060377,13.069308838822895,9.409639186120263,4.984831774825051,-1.1642145521886031,12.3286201153399
2735.262739235466,628.6539320796227,588.9841027043932,769.739039432065,548.3630198358878,785.7234498015398,-3.907038670777528,0.529792250609203,3.88114471554655,-0.6740096260406142,-1.7769067163901764,-0.30841542126105503,-5.387023774573685,2.973017928568937
3447.318900340034,427.5184606229849,155.106721376809,759.994706335094,193.51605368786767,783.0376598944758,-1.4236968723248715,6.652607296371957,-5.53047804313499,-1.479658763002373,-2.675475276560281,5.901626482599026,4.5633067858755245,4.575916823931654
3239.253059933094,719.8349954314459,298.1234836623977,669.8498496830749,283.91102067283657,714.9091538043912,-0.5504346594172489,7.408543419771882,2.3380936733313424,5.589556294406913,-0.28700951528626933,6.573378276944943,1.1526821420704165,9.347794309537235
